qualified_name,type,category,file_path,line_start,line_end,description,inputs,outputs,raises,dependencies,side_effects,idempotency,async,stability,tests,notes
services.synastry_vedic_services:compute_ashtakoota_score,function,Core,services/synastry_vedic_services.py,720,802,Compute Ashtakoota (Gun Milan) score and breakdown.,p1:dict (required); p2:dict (required); ayanamsa:str='lahiri' (optional); coordinate_system:str='sidereal' (optional); strict_tradition:bool=True (optional); use_exceptions:bool=False (optional),return: Dict; side_effects: network,none,"KOOTA_MEANINGS.get; MAX_POINTS.get; agg.get; agg.get('scores', {}).items; derive_non_scoring_insights; float; get_moon_longitude; interpret_total_score; isinstance; koota_compatibility_status; moon_to_nakshatra_index_and_pada; moon_to_rashi; round; score_bhakoot; score_gana; score_graha_maitri; score_nadi; score_tara; score_varna; score_vashya",network,non-idempotent,false,risky,not found,Risk: large function >80 LOC
services.synastry_vedic_services:explain_ashtakoota,function,Core,services/synastry_vedic_services.py,805,847,"Build a human-readable explanation per koota with awarded points, reasons, and factor descriptions.",result:Dict (required),return: str; side_effects: network,none,'; '.join; '\n'.join; KOOTA_MEANINGS.get; d.get; extras.append; interpret_total_score; kline; lines.append; result.get; s[key].get,network,non-idempotent,false,stable,not found,
spend_intel_engine.app.shopping_score:_parser,function,Core,spend_intel_engine/app/shopping_score.py,12,29,Implements `_parser`.,none,return: argparse.ArgumentParser,none,argparse.ArgumentParser; date.today; date.today().isoformat; parser.add_argument,none,unknown,false,stable,not found,
spend_intel_engine.app.shopping_score:main,function,Core,spend_intel_engine/app/shopping_score.py,32,61,Implements `main`.,none,"return: None; side_effects: filesystem, logging",none,BirthPayload; ShoppingCfg; _parser; _parser().parse_args; asdict; compute_shopping_insights; date.fromisoformat; json.dumps; print,"filesystem, logging",non-idempotent,false,stable,found,
spend_intel_engine.domain.models:_default_data_dir,function,Core,spend_intel_engine/domain/models.py,9,10,Implements `_default_data_dir`.,none,return: Path,none,Path; Path(__file__).resolve,none,unknown,false,stable,not found,
spend_intel_engine.domain.models:_default_csv_path,function,Core,spend_intel_engine/domain/models.py,13,14,Implements `_default_csv_path`.,filename:str (required),return: str,none,_default_data_dir; str,none,unknown,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_log_structured,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,21,23,Implements `_log_structured`.,event:str (required),"return: None; side_effects: filesystem, logging",none,LOGGER.info; json.dumps,"filesystem, logging",non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:Driver.from_dict,classmethod,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,34,40,Implements `Driver.from_dict`.,"data:Mapping[str, Any] (required)",return: 'Driver'; side_effects: network,none,cls; data.get; float; str,network,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:SpendProfile.from_dict,classmethod,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,51,58,Implements `SpendProfile.from_dict`.,"data:Mapping[str, Any] (required)",return: 'SpendProfile'; side_effects: network,none,Driver.from_dict; cls; data.get; int; list; str,network,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:DailyScore.from_dict,classmethod,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,70,80,Implements `DailyScore.from_dict`.,"data:Mapping[str, Any] (required)",return: 'DailyScore'; side_effects: network,none,Driver.from_dict; cls; data.get; date.fromisoformat; float; int; list; str,network,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:InsightsMetrics.from_dict,classmethod,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,96,107,Implements `InsightsMetrics.from_dict`.,"data:Mapping[str, Any] (required)",return: 'InsightsMetrics'; side_effects: network,none,cls; data.get; dict; float; int; str,network,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:ShoppingInsights.from_dict,classmethod,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,119,132,Implements `ShoppingInsights.from_dict`.,"data:Mapping[str, Any] (required)",return: 'ShoppingInsights'; side_effects: network,none,DailyScore.from_dict; InsightsMetrics.from_dict; SpendProfile.from_dict; cls; data.get; dict; isinstance; list; str,network,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_get_attr_or_key,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,135,138,Implements `_get_attr_or_key`.,obj:Any (required); key:str (required); default:Any=None (optional),return: Any; side_effects: network,none,getattr; isinstance; obj.get,network,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_to_driver,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,141,153,Implements `_to_driver`.,obj:Any (required),return: Driver,none,Driver; Driver.from_dict; _get_attr_or_key; float; isinstance; str,none,unknown,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_to_spend_profile,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,156,167,Implements `_to_spend_profile`.,obj:Any (required),return: SpendProfile,none,SpendProfile; SpendProfile.from_dict; _get_attr_or_key; _to_driver; int; isinstance; list; str,none,unknown,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_to_daily_score,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,170,190,Implements `_to_daily_score`.,obj:Any (required),return: DailyScore,none,DailyScore; DailyScore.from_dict; _get_attr_or_key; _to_driver; date.fromisoformat; float; int; isinstance; list; str,none,unknown,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_to_metrics,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,193,214,Implements `_to_metrics`.,obj:Any (required); ruleset_version:str='' (optional),return: Optional[InsightsMetrics]; side_effects: network,none,InsightsMetrics; InsightsMetrics.from_dict; _get_attr_or_key; data.get; dict; float; int; isinstance; str,network,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_to_shopping_insights,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,217,235,Implements `_to_shopping_insights`.,insights:Any (required),return: ShoppingInsights,none,ShoppingInsights; ShoppingInsights.from_dict; _get_attr_or_key; _to_daily_score; _to_metrics; _to_spend_profile; isinstance; list; str,none,unknown,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_driver_cells,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,238,249,Implements `_driver_cells`.,drivers:List[Driver] (required); slots:int (required),"return: Dict[str, Any]",none,Driver; enumerate; float; len; list; norm.append,none,unknown,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_clamp_score,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,252,257,Implements `_clamp_score`.,value:Any (required),return: int,none,int; max; min,none,unknown,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:_write_csv,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,260,265,Implements `_write_csv`.,"path:Path (required); columns:List[str] (required); rows:List[Dict[str, Any]] (required)",return: None; side_effects: filesystem,none,csv.DictWriter; path.open; writer.writeheader; writer.writerow,filesystem,non-idempotent,false,stable,not found,
spend_intel_engine.exporters.shopping_insights_csv_exporter:export_shopping_insights_to_csv,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,268,450,Implements `export_shopping_insights_to_csv`.,insights:Any (required); output_dir:Path (required); prefix:str | None=None (optional); export_drivers:bool=False (optional),"return: Dict[str, Path]; side_effects: filesystem",none,InsightsMetrics; _clamp_score; _driver_cells; _log_structured; _to_shopping_insights; _write_csv; daily_columns.extend; daily_rows.append; day.date.isoformat; drivers_rows.append; enumerate; float; int; json.dumps; len; output_dir.mkdir; range; spend_profile_columns.extend; str,filesystem,non-idempotent,false,risky,found,Risk: large function >80 LOC
spend_intel_engine.exporters.shopping_insights_csv_exporter:_cli,function,Core,spend_intel_engine/exporters/shopping_insights_csv_exporter.py,453,474,Implements `_cli`.,argv:Optional[List[str]]=None (optional),"return: int; side_effects: filesystem, logging",none,Path; ShoppingInsights.from_dict; argparse.ArgumentParser; export_shopping_insights_to_csv; input_path.read_text; json.dumps; json.loads; parser.add_argument; parser.parse_args; paths.items; print; str,"filesystem, logging",non-idempotent,false,stable,not found,
spend_intel_engine.ops.drift:detect_ruleset_shift,function,Core,spend_intel_engine/ops/drift.py,7,36,Detect significant shift in score distribution.,"prev_distribution:Dict[str, float] (required); current_distribution:Dict[str, float] (required)",return: bool; side_effects: network,none,abs; current_distribution.get; prev_distribution.get,network,non-idempotent,false,stable,found,
spend_intel_engine.ops.logging:log_structured,function,Core,spend_intel_engine/ops/logging.py,9,37,Log structured JSON data.,logger:logging.LoggerAdapter (required); level:str (required); message:str (required),"return: None; side_effects: filesystem, logging",none,json.dumps; logger.debug; logger.error; logger.info; logger.warning,"filesystem, logging",non-idempotent,false,stable,not found,
spend_intel_engine.ops.logging:log_shopping_run,function,Core,spend_intel_engine/ops/logging.py,40,67,Log shopping insights run with structured data.,logger:logging.LoggerAdapter (required); run_id:str (required); user_hash:str (required); ruleset_version:str (required); purchase_type:str (required); spend_profile_category:str (required); fallback_rate:float (required); n_days:int (required); mean_score:float (required),return: None; side_effects: logging,none,log_structured,logging,idempotent,false,needs refactor,not found,Refactor: excessive parameters
spend_intel_engine.ops.metrics:compute_metrics,function,Core,spend_intel_engine/ops/metrics.py,12,81,Compute comprehensive metrics from daily scores and events.,daily_scores:List[DailyScore] (required); life_events:List[Any] (required); mapped_count:int (required); total_events:int (required); fallback_count:int (required); ruleset_version:str (required),return: InsightsMetrics,none,Counter; InsightsMetrics; _is_positive_event; dict; driver_counter.most_common; float; len; max; np.mean; np.std; round; sum,none,unknown,false,stable,found,
spend_intel_engine.ops.metrics:_is_positive_event,function,Core,spend_intel_engine/ops/metrics.py,84,87,Check if event has positive nature.,event:Any (required),return: bool,none,"getattr; str; str(getattr(event, 'aspectNature', 'Neutral')).lower",none,unknown,false,stable,not found,
spend_intel_engine.rules.loader:_resolve_csv_path,function,Core,spend_intel_engine/rules/loader.py,14,23,Implements `_resolve_csv_path`.,path:str (required),return: str,none,Path; _default_data_dir; candidate.exists; data_candidate.exists; str,none,unknown,false,stable,not found,
